X,Y
0.0,0.4967141530112327
0.1,0.061735698828815355
0.2,1.0476885381006924
0.30000000000000004,2.123029856408025
0.4,0.5658466252766641
0.5,0.7658630430508194
0.6000000000000001,2.7792128155073916
0.7000000000000001,2.167434729152909
0.8,1.130525614065048
0.9,2.342560043585965
1.0,1.5365823071875377
1.1,1.7342702464297433
1.2000000000000002,2.6419622715660345
1.3,0.6867197553422022
1.4000000000000001,1.0750821674869675
1.5,2.437712470759027
1.6,2.1871688796655766
1.7000000000000002,3.7142473325952743
1.8,2.6919759244787893
1.9000000000000001,2.387696298664709
2.0,5.465648768921554
2.1,3.9742236995134643
2.2,4.467528204687924
2.3000000000000003,3.1752518137865438
2.4000000000000004,4.255617275474818
2.5,5.110922589709866
2.6,4.049006422577698
2.7,5.775698018345672
2.8000000000000003,4.999361310081196
2.9000000000000004,5.508306250206724
3.0,5.398293387770603
3.1,8.052278184508937
3.2,6.386502775262066
3.3000000000000003,5.542289071044101
3.4000000000000004,7.62254491210319
3.5,5.779156350028978
3.6,7.408863595004756
3.7,5.440329876120225
3.8000000000000003,6.27181395110157
3.9000000000000004,7.996861235869124
4.0,8.73846657999541
4.1000000000000005,8.371368281189971
4.2,8.28435171761176
4.3,8.298896304410711
4.4,7.321478009632573
4.5,8.280155791605292
4.6000000000000005,8.739361229040213
4.7,10.457122226218916
4.800000000000001,9.943618289568462
4.9,8.036959844637266
5.0,10.324083969394795
5.1000000000000005,9.814917719583685
5.2,9.723077999694041
5.300000000000001,11.21167628884087
5.4,11.83099952249595
5.5,11.931280119116199
5.6000000000000005,10.360782476777363
5.7,11.090787624148787
5.800000000000001,11.931263431403565
5.9,12.77554512712236
6.0,11.52082576215471
6.1000000000000005,12.014341023336184
6.2,11.293665025993972
6.300000000000001,11.403793375919332
6.4,13.612525822394199
6.5,14.356240028570824
6.6000000000000005,13.127989878419667
6.7,14.403532897892024
6.800000000000001,13.961636025047635
6.9,13.154880245394876
7.0,14.361395605508413
7.1000000000000005,15.73803656646597
7.2,14.36417396089005
7.300000000000001,16.164643655814007
7.4,12.180254895910256
7.5,15.821902504375224
7.6000000000000005,15.287047068238172
7.7,15.100992649534133
7.800000000000001,15.691760776535503
7.9,13.812431085399108
8.0,15.780328112162488
8.1,16.557112571511745
8.200000000000001,17.877894044741517
8.3,16.081729781726352
8.4,15.991506397106813
8.5,16.498242956415464
8.6,18.115402117702075
8.700000000000001,17.728751109659687
8.8,17.07023979623296
8.9,18.313267433113356
9.0,18.09707754934804
9.1,19.16864499053289
9.200000000000001,17.69794690612265
9.3,18.272337853402234
9.4,18.407891846867845
9.5,17.53648505186788
9.600000000000001,19.49612027706458
9.700000000000001,19.66105527217989
9.8,19.605113456642464
9.9,19.565412866624854
